rank,city,state,dox,ground,citizen,start_pct,start_rank
394,Rae Bareli,Uttar Pradesh,0.206666667,0.248892857,0.417707813,28.05355583,394
328,Raichur,Karnataka,0.347504674,0.39885119,0.355807694,36.2832209,328
104,Raigarh,Chattisgarh,0.575601523,0.624678571,0.653845031,61.13438374,104
129,Raipur,Chattisgarh,0.665497076,0.579470238,0.477737933,58.76626236,129
46,Rajahmundry,Andhra Pradesh,0.722631579,0.736809524,0.728213727,72.78507097,46
125,Rajapalayam,Tamil Nadu,0.561169591,0.781142857,0.484262325,59.30907277,125
18,Rajkot,Gujarat,0.902865497,0.803535714,0.706464219,81.91126679,18
164,Rajnandgaon,Chattisgarh,0.483021442,0.577214286,0.585086357,53.71891275,164
191,Ramagundam,Telangana,0.50374269,0.505875,0.518458331,50.86904598,191
268,Rameswaram,Tamil Nadu,0.27005848,0.697464286,0.455084346,43.24176913,268
399,Rampur,Uttar Pradesh,0.147368421,0.350928571,0.391483979,27.14931259,399
117,Ranchi,Jharkhand,0.460662768,0.691607143,0.738624673,60.17874333,117
220,Ranebennur,Karnataka,0.426398569,0.396571429,0.610407619,47.4144499,220
48,Ratlam,Madhya Pradesh,0.703333333,0.718303571,0.717097752,71.12052182,48
168,Raurkela,Odisha,0.474502924,0.667017857,0.517431674,53.55102823,168
38,Rewa,Madhya Pradesh,0.694502924,0.895923701,0.677296,73.96960411,38
303,Rewari,Haryana,0.363508772,0.384166667,0.437605769,39.09023449,303
347,Robertson Pet,Karnataka,0.157602339,0.520714286,0.468955868,34.17863845,347
295,Rohtak,Haryana,0.193567251,0.749339286,0.419350936,40.02453653,295
218,Roorkee,Uttarakhand,0.376900585,0.64422619,0.483285996,47.56476096,218
325,Rudrapur,Uttarakhand,0.196842105,0.464892857,0.536144121,36.56453978,325
121,S.A.S. Nagar,Punjab,0.531306043,0.673535714,0.629750389,59.63967646,121
23,Sagar,Madhya Pradesh,0.865555556,0.782414286,0.722004848,80.17050261,23
245,Saharanpur,Uttar Pradesh,0.35293918,0.5635,0.491624149,44.71848757,245
396,Saharsa,Bihar,0.094444444,0.357428571,0.484574651,27.72295379,396
135,Salem,Tamil Nadu,0.613528265,0.633307143,0.494687178,58.28206584,135
322,Sambalpur Town,Odisha,0.318888889,0.4075,0.413917237,36.95501712,322
378,Sambhal,Uttar Pradesh,0.22251462,0.301989286,0.42781754,30.39741625,378
237,Sangli Miraj Kupwad,Maharashtra,0.412982456,0.457,0.518616159,45.56769529,237
278,Sasaram,Bihar,0.19502924,0.505535714,0.676872,41.72086865,278
157,Satara,Maharashtra,0.452748538,0.770464286,0.495050529,54.48680723,157
75,Satna,Madhya Pradesh,0.720935673,0.604214286,0.61090195,65.87452094,75
358,Sawai Madhopur,Rajasthan,0.183606238,0.404714286,0.474030974,32.60106708,358
55,Sehore,Madhya Pradesh,0.77785575,0.600869048,0.661618797,69.87379886,55
163,Seoni,Madhya Pradesh,0.574678363,0.537785714,0.485398056,53.86711087,163
426,Shahjahanpur,Uttar Pradesh,0.133040936,0.230857143,0.37228716,22.9268855,426
326,Shamli,Uttar Pradesh,0.187777778,0.554714286,0.468295962,36.36673602,326
401,Shikohabad,Uttar Pradesh,0.076023392,0.39925,0.452974375,26.99153389,401
276,Shillong,Meghalaya,0.276081871,0.640178571,0.450487844,41.94278379,276
47,Shimla,Himachal Pradesh,0.775555556,0.6167,0.720109205,71.92077617,47
56,Shirdi,Maharashtra,0.712744835,0.834428571,0.564080623,69.85665054,56
147,Shivamogga,Karnataka,0.574795322,0.556821429,0.528522736,55.6420073,147
228,Shivpuri,Madhya Pradesh,0.463450292,0.432357143,0.487876455,46.30048537,228
45,Siddipet,Telangana,0.742807018,0.618642857,0.805341544,73.05263356,45
180,Sikar,Rajasthan,0.555087719,0.568660714,0.422637485,51.87458976,180
280,Silchar,Assam,0.263450292,0.501845238,0.575570337,41.6685042,280
264,Silvassa,Dadra and Nagar Haveli,0.312807018,0.605764286,0.487299337,43.83940307,264
51,Singrauli,Madhya Pradesh,0.767318553,0.638482143,0.673125435,70.68515151,51
274,Sirsa,Haryana,0.382690058,0.449785714,0.458838201,42.23084149,274
407,Sitapur,Uttar Pradesh,0.229122807,0.212,0.356700146,26.3115307,407
376,Siwan,Bihar,0.236549708,0.266309524,0.440558548,30.5192314,376
115,Solapur,Maharashtra,0.574210526,0.774732143,0.515369104,60.66885037,115
243,Sonepat,Haryana,0.329064327,0.693089286,0.435627811,45.2039612,243
202,South Delhi Municipal Corporation,Delhi,0.629044834,0.375696429,0.383693864,49.21024418,202
119,Srikakulam,Andhra Pradesh,0.665610294,0.729807143,0.390146678,59.90204215,119
214,Srikalahasti,Andhra Pradesh,0.436023392,0.679892857,0.380617311,48.0368934,214
241,Srinagar,Jammu and Kashmir,0.417426901,0.621369048,0.371053724,45.45004847,241
300,Sujangarh,Rajasthan,0.232690058,0.527571429,0.528178444,39.50569166,300
309,Sultanpur,Uttar Pradesh,0.261403509,0.473678571,0.49283738,38.39024358,309
4,Surat,Gujarat,0.942865497,0.849325549,0.815414244,88.12451341,4
150,Surendranagar Dudhrej,Gujarat,0.613333333,0.529142857,0.491263766,55.56648439,150
30,Suryapet,Telangana,0.796842105,0.742,0.740524098,76.62361767,30
97,Tadepalligudem,Andhra Pradesh,0.626491228,0.775571429,0.496534787,62.4774346,97
31,Tadipatri,Andhra Pradesh,0.800281859,0.830571429,0.655649817,76.44646389,31
62,Tambaram,Tamil Nadu,0.754561404,0.817321429,0.438380751,67.53972144,62
44,Tenali,Andhra Pradesh,0.711090449,0.9152,0.609958859,73.17783598,44
116,Thane,Maharashtra,0.669824561,0.708287338,0.414288545,60.27794505,116
253,Thanesar,Haryana,0.303508772,0.583095238,0.541935766,44.49334867,253
198,Thanjavur,Tamil Nadu,0.480935673,0.609071429,0.442468125,50.14293476,198
372,Thiruvananthapuram,Kerala,0.121111111,0.568994048,0.373088128,30.86749504,372
223,Thoothukudi,Tamil Nadu,0.43380117,0.686267857,0.33810532,46.82090868,223
324,Thrissur,Kerala,0.251111111,0.506017857,0.42441632,36.68293602,324
6,Tiruchirappalli,Tamil Nadu,0.949298246,0.872821429,0.708426724,85.79175852,6
193,Tirunelveli,Tamil Nadu,0.464112533,0.75,0.359312515,50.41443944,193
9,Tirupati,Andhra Pradesh,0.899035879,0.931515873,0.714947728,85.19294322,9
68,Tiruppur,Tamil Nadu,0.697641326,0.634051587,0.635186205,66.3007355,68
238,Tiruvannamalai,Tamil Nadu,0.413815581,0.479511905,0.498603527,45.56760458,238
329,Tonk,Rajasthan,0.200233918,0.510571429,0.483234547,36.27184845,329
152,Tumakuru,Karnataka,0.607758285,0.482089286,0.515723724,54.8730667,152
310,Udaipur,Rajasthan,0.308187135,0.403142857,0.475856612,38.22269086,310
240,Udgir,Maharashtra,0.355321637,0.545857143,0.528126182,45.4796877,240
143,Udupi,Karnataka,0.548508985,0.670285714,0.489688516,56.13070266,143
12,Ujjain,Madhya Pradesh,0.924795322,0.781565476,0.779020486,84.52554097,12
207,Ulhasnagar,Maharashtra,0.461565129,0.604017857,0.427653093,48.70047002,207
417,Unnao,Uttar Pradesh,0.141520468,0.274071429,0.38953727,24.90632489,417
10,Vadodara,Gujarat,0.930275137,0.812482143,0.765969315,85.15351419,10
142,Valsad,Gujarat,0.560526316,0.633821429,0.515193113,56.52501334,142
26,Vapi,Gujarat,0.813425512,0.716619048,0.779873302,77.9158233,26
32,Varanasi,Uttar Pradesh,0.797699805,0.819767857,0.646106339,75.77387782,32
139,Vasai Virar City,Maharashtra,0.543918129,0.558825549,0.622488648,57.12161397,139
84,Velankani,Tamil Nadu,0.552132365,0.824607143,0.629175199,64.33639097,84
108,Vellore,Tamil Nadu,0.670493541,0.735321429,0.413737195,60.96736092,108
101,Veraval,Gujarat,0.608070175,0.622571429,0.62831672,61.7769452,101
173,Vidisha,Madhya Pradesh,0.58380117,0.289464286,0.650617945,53.02619815,173
312,Vijayapura,Karnataka,0.37754386,0.327375,0.427746595,38.00624655,312
19,Vijayawada,Andhra Pradesh,0.887777778,0.812767857,0.697991729,81.20894831,19
3,Visakhapatnam,Andhra Pradesh,0.965555556,0.917017857,0.781694907,89.82629366,3
126,Vizianagaram,Andhra Pradesh,0.632397661,0.629482143,0.502033691,59.25595905,126
28,Warangal,Telangana,0.838011696,0.667727273,0.748653299,76.86330712,28
313,Wardha,Maharashtra,0.198245614,0.521011905,0.53510339,37.99945196,313
346,Yamunanagar,Haryana,0.212865497,0.5025,0.417711991,34.6728071,346
230,Yavatmal,Maharashtra,0.420901995,0.488166667,0.50143579,46.18783015,230
